"Storage 011426 PM - RawData - C:\Users\Kyung\Feb102011\UV\File 110210 011426 PM.spc"
"Wavelength nm.","T%"
721.50,84.90906
722.00,84.98383
722.50,84.97009
723.00,85.00824
723.50,85.05096
724.00,85.04944
724.50,85.15778
725.00,85.00824
725.50,85.05554
726.00,85.08606
726.50,85.21118
727.00,85.25238
727.50,85.26611
728.00,85.22186
728.50,85.27527
729.00,85.34851
729.50,85.25543
730.00,85.34698
730.50,85.32715
731.00,85.29816
731.50,85.41260
732.00,85.50873
732.50,85.51331
733.00,85.51178
733.50,85.61249
734.00,85.54688
734.50,85.59570
735.00,85.67352
735.50,85.62622
736.00,85.61554
736.50,85.78949
737.00,85.71625
737.50,85.75439
738.00,85.80017
738.50,85.83679
739.00,85.67047
739.50,85.76508
740.00,85.91919
740.50,85.88867
741.00,85.99701
741.50,85.99701
742.00,85.93903
742.50,85.95581
743.00,85.95734
743.50,86.01685
744.00,86.10382
744.50,85.99243
745.00,86.10840
745.50,86.06110
746.00,85.98022
746.50,86.19232
747.00,86.22894
747.50,86.25488
748.00,86.21368
748.50,86.27014
749.00,86.28235
749.50,86.38153
750.00,86.41357
750.50,86.50818
751.00,86.46851
751.50,86.44562
752.00,86.43494
752.50,86.49139
753.00,86.49292
753.50,86.54480
754.00,86.63940
754.50,86.69739
755.00,86.59821
755.50,86.69739
756.00,86.78284
756.50,86.78284
757.00,86.72638
757.50,86.74316
758.00,86.77368
758.50,86.74622
759.00,86.75537
759.50,86.84845
760.00,86.82861
760.50,86.76758
761.00,86.78741
761.50,86.94305
762.00,86.97662
762.50,86.93085
763.00,86.97510
763.50,86.93848
764.00,87.01172
764.50,87.08038
765.00,87.07275
765.50,87.10175
766.00,87.17194
766.50,87.13684
767.00,87.12769
767.50,87.25891
768.00,87.32758
768.50,87.28180
769.00,87.26349
769.50,87.27570
770.00,87.22839
770.50,87.33215
771.00,87.32452
771.50,87.40692
772.00,87.58698
772.50,87.47864
773.00,87.44202
773.50,87.65869
774.00,87.51678
774.50,87.61139
775.00,87.62970
775.50,87.76703
776.00,87.82043
776.50,87.79907
777.00,87.92877
777.50,87.91199
778.00,87.83417
778.50,87.84943
779.00,87.88147
779.50,87.73193
780.00,87.79297
780.50,87.85858
781.00,87.79602
781.50,87.98981
782.00,87.85248
782.50,87.94708
783.00,87.98828
